title,titleEtc,prodYear,directorNm,actorNm,nation,company,plot,runtime,rating,genre,kmdbUrl,type,use,repRlsDate,releaseDates,isReRelease,posters,stlls,vodUrl,ratingNo,ratingGrade,modDate,regDate
 추적,추적^추적^White Elephant in the River (Chujeok),2025,최승호,"최승호, 이명박",대한민국,뉴스타파 필름,"“4대강 수심 6미터, 대통령께서 지시하셨습니까?”2008년 이명박 정권의 4대강 사업으로 대한민국의 아름다운 4대강에 지옥도가 펼쳐진다. 1급수의 천혜의 자연이 악취와 독소를 품은 녹조로 가득한 죽은 강이 되었다. 그리고 그 녹조 물로 자란 농산물이 전국민의 식탁에 오르고 있다. 사업에 들어간 예산만 수십 조원, 강에 세운 보를 운영하고 유지하는 데에만 해마다 세금 500억 원을 쏟아 붓고 있다. 대운하를 4대강 사업으로 둔갑시킨 정부의 거짓말과, 언론의 외면이 만들어낸 국토 파괴 프로젝트. 이 모든 결과는 우리 다음 세대들이 떠안게 될 것이다. 그와 공범자들의 악행을 17년 동안 추적해왔다. 처음에는 이명박의 말이 의심스러워서, 나중에는 녹조로 뒤덮인 강을 보고 참을 수 없어서, 그리고 이제는 우리 아이들이 이 강에서 살아갈 미래가 두려워서, 우리 후손들이 다시 강의 물길을 따라 마음껏 뛰놀 수 있도록— 이번에는 반드시, 이 문제를 해결해야 한다. 대한민국의 강을 다시 흐르게 해야 한다.",99,12세이상관람가,사회,https://www.kmdb.or.kr/db/kor/detail/movie/A/13452,다큐멘터리,극장용,20250806,20250806,False,http://file.koreafilm.or.kr/thm/02/99/19/06/tn_DPA002257.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/13/tn_DST908838.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063359_P02.mp4,2025-MF01831,12세이상관람가,20250811,20250701
 윗집 사람들,"윗집사람들^윗집 사람들^윗집사람들, 윗 집 사람들^The People Upstairs (Witjip saramdeul)",2025,하정우,"공효진, 김동욱, 이하늬, 하정우",대한민국,"㈜싸이더스,워크하우스컴퍼니㈜","배우 하정우의 네 번째 연출작  윗집 사람들 은 정성스레 발칙하고 이상하게 발랄한 소동극이자, 강렬한 유머를 동반한 농밀하고도 야한 실내극이다. 정아(공효진)와 현수(김동욱) 부부는 부부관계가 너무 왕성한 윗집 사람들로 인해 골치가 아프다. 밤마다 들려오는 요란한 층간 소음과 교성에 하루하루가 괴롭다. 그럼에도 현수와 달리 정아는 윗집에 사는 수경(이하늬)과 김 선생(하정우) 부부에게 호의를 보이며 저녁 자리에 초대하는데, 아니나 다를까 두 부부의 식사 자리는 아수라장이다. 서로 예의를 차리던 그들 간에 점차 선 넘는 솔직한 대화가 오가기 시작하고, 급기야 대화는 모든 성역을 깨부수며 말의 칼춤을 춘다. 노련한 배우들의 리드미컬한 대사와 섬세하고도 과감한 제스처를 따라가다 보면 어느새 우리는 한 부부의 내밀한 마음 깊은 곳에 도달한다. (홍은미)",108,,"드라마,코메디",https://www.kmdb.or.kr/db/kor/detail/movie/K/40009,극영화,극장용,20251200,20251200,False,http://file.koreafilm.or.kr/thm/02/99/19/13/tn_DPK024601.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/54/tn_DST913445.jpg,,,,20250910,20250828
 3학년 2학기,3학년2학기^3학년 2학기^3학년2학기^The Final Semester (3hangnyeon 2hakgi),2024,이란희,"유이하, 김성국, 양지운, 김소완, 김아석, 강현우, 강진아, 곽진무, 이현지, 허동희",대한민국,작업장 봄,"불안정한 미래와 일터에서 작은 희망을 품고 나아가는 열아홉 살의 처음 이야기.학창시절의 마지막 3학년 2학기를 학교가 아닌 낯선 공장에서 보내게 된 중소기업 현장 실습생 열아홉 살 창우.사수의 냉정한 평가 속에서도 일의 즐거움과 동료애를 느끼며 사회생활의 설렘과 두려움, 두근두근 단짠단짠을 맛본다.하지만 예기치 못한 동료와의 이별은 창우를 뒷걸음치게 하는데…",104,12세이상관람가,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/K/37504,극영화,극장용,20250903,20250903,False,http://file.koreafilm.or.kr/thm/02/99/19/10/tn_DPK024446.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/68/09/tn_DST867934.jpg,,2025-MF00328,12세이상관람가,20250917,20240927
 대탈출 : 더 스토리 특별판,"대탈출:더스토리특별판^대탈출 : 더 스토리 특별판^대탈출더스토리특별판, 대탈출 더 스토리 특별판, 대탈출: 더 스토리 특별판^The Great Escape : The Story (Daetalchul : deo seutori teukbyeolpan)",2025,"이우형, 양슬기","강호동, 김동현, 유병재, 고경표, 백현, 여진구",대한민국,CJ ENM,"어느 날, 의문의 초대장을 받고 모인 6명의 탈출러들은 '세상을 구할 보물'을 찾아와 달란 의뢰를 받게 된다.최소한의 단서를 쥔 채 미지의 여정을 떠나는 탈출러들. 목숨이 오가는 상황에서 지성, 체력, 감수성까지 총 동원해 보물을 찾고 탈출을 해내야 한다!시공간을 넘나드는 스펙터클한 모험 끝에 탈출러들은 과연 무사히 귀환할 수 있을까?",121,15세이상관람가,"어드벤처,미스터리,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/A/13500,기타,극장용,20250723,20250723,False,http://file.koreafilm.or.kr/thm/02/99/19/07/tn_DPA002264.jpg,,,2025-MF01706,15세이상관람가,20250723,20250709
 2024 태민 월드 투어 [이페머럴 게이즈],"2024태민월드투어[이페머럴게이즈]^2024 태민 월드 투어 [이페머럴 게이즈]^2024 Taemin World Tour Ephemeral Gaze, 2024 태민 월드 투어 이페머럴 게이즈, 2024태민월드투어이페머럴게이즈^2024 Taemin World Tour [Ephemeral Gaze] (2024 taemin woldeu tueo [ipemeore...",2025,코팬글로벌,태민,대한민국,코팬글로벌,가수 ‘태민’의 월드 투어 ‘이페머럴 게이즈’ 공연실황,128,전체관람가,"뮤직,인물",https://www.kmdb.or.kr/db/kor/detail/movie/A/13498,(실황)공연물,극장용,20250718,20250718,False,http://file.koreafilm.or.kr/thm/02/99/19/06/tn_DPA002259.jpg,,,2025-MF01731,전체관람가,20250710,20250709
 그저 사고였을 뿐,"그저사고였을뿐^그저 사고였을 뿐^Un Simple Accident^언 심플 액시던트, 언심플액시던트, 심플 액시던트, 심플액시던트, 그저 사고였을뿐, 그저사고였을 뿐^It Was Just an Accident^Yek tasadef sadeh",2025,자파르 파나히,"바히드 모바세리, 마리암 아프샤리, 에브라힘 아지지, 하디스 팍바텐, 마지드 파나히, 모하마드 알리 엘리아스메르","이란,프랑스,룩셈부르크","Jafar Panahi Film Productions,Les Films Pelléas","어느 날, 나를 지옥으로 이끌던 삐걱 소리가 다시 들렸다.나는 안다. 그가 맞다.“그저 사고였을 뿐? 누군가는 그걸 평생 기억해”",103,15세이상관람가,"액션,범죄,어드벤처,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/63780,극영화,극장용,20251001,20251001,False,http://file.koreafilm.or.kr/thm/02/99/19/14/tn_DPF031897.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/73/69/tn_DST904612.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063492_P02.mp4,2025-MF02408,15세이상관람가,20250917,20250613
 후지모토 타츠키 17-26 파트 1,"후지모토타츠키17-26파트1^후지모토 타츠키 17-26 파트 1^藤本タツキ 17-26 Part-1^후지모토타츠키 17-26 파트 1, 후지모토 타츠키 17-26 파트1, 후지모토타츠키 17-26 파트1, 후지모토 타츠키17-26 파트 1, Tatsuki Fujimoto 17-26 Part 1, 藤本タツキ 17-26 Part 1, 후지모토 타츠키 17-26 ...",2025,"나가야 세이치로, 기무라 노부카게, 타케우치 노부유키, 안도 나오야","오노 켄쇼, 사쿠라이 시온",일본,「후지모토 타츠키 17-26」 제작위원회," 룩백 ,  극장판 체인소 맨: 레제편 을 탄생시킨 후지모토 타츠키가 17세부터 26세까지 그린 8개의 단편인류가 멸망한 세상에서 살아남은 두 사람을 그린  뒤뜰에는 두 마리 닭이 있었다 사춘기의 충동이 터지는  사사키군이 총알을 막았어 우주적인 규모로 폭발하는 SF 로맨틱 코미디  사랑은 맹목 나사 빠진 킬러 소녀의 폭주하는 사랑  시카쿠 6개 스튜디오, 7명의 감독에 의해 각자의 컬러로 새롭게 태어난 애니메이션",68,15세이상관람가,"드라마,SF,판타지",https://www.kmdb.or.kr/db/kor/detail/movie/F/65063,애니메이션,극장용,20251024,20251024,False,http://file.koreafilm.or.kr/thm/02/99/19/17/tn_DPF032039.jpg,,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063908_P02.mp4,2025-MF02706,15세이상관람가,20251016,20251016
 종이 울리는 순간,"종이울리는순간^종이 울리는 순간^종이 울리는순간, 종이울리는 순간^As the Bell Rings (Jongi ullineun sungan)",2025,"김주영, 소헤일리 코메일","남준기, 윤여창, 솔비",대한민국,유랑필름,"조선시대부터 왕의 숲으로 지정되어 보호되어 온 가리왕산은 동계 올림픽의 단 3일간의 알파인 스키장으로 사용하기 위해 훼손되었고, 약속되었던 복원은 아직 이루어지지 않고 있다. 올림픽은 다양한 배경을 가진 사람들이 하나로 단결하도록 고안되었지만, 점점 더 환경적, 경제적으로 심각한 문제를 야기하고 있다. 18년 평창 동계 올림픽은 막을 내렸지만, 그로 인해 파괴된 환경은 여전히 남아있으며, 26년 지속가능성을 내세운 밀라노--코르티나 동계 올림픽에서도 비슷한 궤도를 그린다.",80,전체관람가,자연ㆍ환경,https://www.kmdb.or.kr/db/kor/detail/movie/A/13455,다큐멘터리,극장용,20251112,20251112,False,http://file.koreafilm.or.kr/thm/02/99/19/18/tn_DPA002327.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/57/tn_DST923156.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063910_P02.mp4,2025-MF02614,전체관람가,20251024,20250703
 첫여름,첫여름^첫 여름^First Summer (Cheosyeoreum),2025,허가영,"허진, 정인기, 신미영, 김미향, 장경호, 이금주, 김복태, 서봉스님, 지율스님, 정연수",대한민국,한국영화아카데미,영순의 오랜 춤 파트너이자 애인이었던 학수가 갑작스레 연락이 두절된다. 그를 하염없이 기다리던 영순에게 학수의 아들이 부고를 전한다. 다음 날 아침에 학수의 49재가 열린다는 소식을 들은 영순. 그러나 그날은 손녀딸 석윤의 결혼식이기도 하다. 영순은 학수의 죽음과 함께 자신의 삶을 느릿하게 더듬어보기 시작한다.,31,15세이상관람가,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/K/39495,극영화,극장용,20250806,20250806,False,http://file.koreafilm.or.kr/thm/02/99/19/09/tn_DPK024415.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/73/69/tn_DST904606.jpg,,2025-MF01749,15세이상관람가,20250813,20250613
 더 로즈: 완벽한 이혼,"더로즈:완벽한이혼^더 로즈: 완벽한 이혼^더로즈완벽한이혼, 더 로즈 완벽한 이혼, 더 로즈 : 완벽한 이혼, 더로즈: 완벽한 이혼, 더 로즈: 완벽한이혼, 더로즈: 완벽한이혼^The Roses",2025,제이 로치,"올리비아 콜맨, 베네딕 컴버배치, 케이트 맥키넌, 앤디 샘버그, 앨리슨 재니, 벨린다 브로밀로우, 수니타 마니, 은쿠티 가트와, 제이미 드메트리우, 조이 차오","영국,미국","서치라이트 픽쳐스,Adler Entertainment Trust,South of the R","모두가 부러워할 만큼 완벽해 보이는 부부 ‘아이비’(올리비아 콜맨)와 ‘테오’(베네딕트 컴버배치). 하지만 잘 나가던 건축가 ‘테오’는 커리어에 급브레이크가 걸리고, 반대로 셰프 ‘아이비’는 예상치 못한 성공을 거두며 두 사람 사이엔 점점 미묘한 틈이 생긴다. 이상적인 부부라는 이미지 뒤로 커져가는 경쟁심과 긁힌 자존심, 꾹꾹 눌러온 감정들이 결국 터져버리고, 두 사람은 마침내 피할 수 없는 ‘이혼’이라는 위기를 마주하게 되는데…",105,15세이상관람가,"드라마,코메디",https://www.kmdb.or.kr/db/kor/detail/movie/F/64479,극영화,극장용,20250917,20250917,False,http://file.koreafilm.or.kr/thm/02/99/19/11/tn_DPF031764.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/62/tn_DST913760.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063423_P02.mp4,2025-MF02117,15세이상관람가,20250916,20250818
 처음 듣는 광복,"처음듣는광복^처음 듣는 광복^해방 80주년, 마침내 광복이 들렸다, 해방80주년,마침내광복이들렸다, 처음 듣는광복, 처음듣는 광복^Unheard Liberation (Cheoeum deunneun gwangbok)",2025,서현호,,대한민국,이노션,"2025년 8월 15일. 대한민국 광복 80주년을 맞이한 해.80년이라는 시간이 흐르며 소리 없이 잊혀가던 광복의 역사와 목소리.다시금 대한민국 모두의 가슴과 귓가에 울릴 수 있도록 80년전 그날의 함성을 AI 기술로 복원하며, 그 모든 복원 과정을 담아낸 실화 기반 다큐멘터리.",8,전체관람가,"역사,사회",https://www.kmdb.or.kr/db/kor/detail/movie/A/13507,다큐멘터리,극장용,20250808,20250808,False,http://file.koreafilm.or.kr/thm/02/99/19/14/tn_DPA002296.jpg,,,2025-MF01886,전체관람가,20250917,20250723
 레이베이의 할리우드 밤,"레이베이의할리우드밤^레이베이의 할리우드 밤^레이베이의할리우드 밤, 레이베이의 할리우드밤, Laufey's A Night at the Symphony: Hollywood Bowl^A Night at the Symphony : Hollywood Bowl",2024,샘 렌치,레이베이,미국,"Fortress Entertainment Group,Veeps","100분간 펼쳐지는 레이베이의 낭만적인 재즈 공연,  Z세대 잇걸  레이베이의 콘서트 실황 영화스물다섯 살에 그래미상을 수상한 아이슬란드-중국계 아티스트 레이베이, 재즈 거장들과 클래식 대가들에게 영감을 받아 곡을 쓰기는 하지만, 21세기의 20대만이 표현할 수 있는 시각을 가졌다.레이베이의 낭만적이고 혁신적인 접근방식은 전 세계 관객의 마음을 사로잡았고, 글로벌 팬덤 “라우버스(Lauvers)”라는 글로벌 팬덤을 만들어 모든 투어를 매진시키고 “Z세대 잇걸”이라는 수식어가 완벽하게 어울리는 가수로 자리잡았다. 레이베이의 할리우드 밤 은 레이베이가 제 2의 고향으로 삼은 로스엔젤레스에서 촬영됐다. 테일러 스위프트의 ‘The Eras Tour’를 연출한 샘 렌치 감독의 연출 아래, 레이베이는 전설적인 로스앤젤레스 필하모닉 오케스트라와 함께 별빛 아래 관객들을 매혹적인 음악 여행으로 이끈다. 엘라 피츠제럴드 등 레이베이의 우상들이 올랐던 바로 그 무대에서 펼쳐지는 이 영화는, 공연의 비하인드 스토리까지 담아내며 완성도를 더한다.",98,,"뮤직,인물",https://www.kmdb.or.kr/db/kor/detail/movie/B/11853,(실황)공연물,극장용,20250710,20250710,False,http://file.koreafilm.or.kr/thm/02/99/19/04/tn_DPB001840.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/73/82/tn_DST905802.jpg,,,,20250620,20250620
 우리는 공산당이 싫어요,우리는공산당이싫어요^우리는 공산당이 싫어요^(Urineun gongsandangi sirheoyo),2025,"금기백, 애진아",최윤슬,대한민국,(주)영화사 아리랑,반국가 세력으로부터 자유 대한민국을 수호하자!6.25의 처참한 폐허 속에서 온 국민이 하나 되어 경제대국의 번영을 누리는 대한민국으로 발전시켜 놓았다. 그러나 우리 사회는 박헌영과 김일성이 뿌려 놓은 씨앗들에 의해 위기에 처해있다. 그들은 오래 전부터 치밀한 계획으로 대한민국을 파멸시키기 위해 좌파 세력들을 양성 지원하며 우리 사회 곳곳에 침투시켜 진지를 구축하고 좌파 핵심 우두머리들로 자리 잡고 있다. 그들의 목적은 사회 갈등을 조장하고 선동하여 국민과 정치 정치와 국민을 이간질 시킨 후 폭력과 폭동으로 사회를 마비 전복시켜 독재 공산화 하려는 것이다. 우리가 정신차리지 않고 방관하고 있을 때 머지않아 종북 좌익 세력들과 그 끄나풀들에 의해 대한민국은 전멸하거나 공산화 되어 중국의 속국이 될 것이 자명해 보인다. 우리는 후손들을 위해서라도 어렵게 쌓아 올린 대한민국을 공산화로 내주어서는 절대 안 된다.,166,15세이상관람가,사회,https://www.kmdb.or.kr/db/kor/detail/movie/A/13387,다큐멘터리,,20250509,20250509,False,,,,2025-MF01093,15세이상관람가,20250528,20250513
 피로 지켜낸 대한민국,"피로지켜낸대한민국^피로 지켜낸 대한민국^피로지켜낸 대한민국, 피로 지켜낸대한민국^(Piro jikyeonaen daehanminguk)",2025,"금기백, 애진아","이승만, 윤석열, 박정희, 최윤슬",대한민국,영화사 아리랑,6.25의 처참한 폐허 속에서 온 국민이 하나 되어 경제대국의 번영을 누리는 대한민국으로 발전시켜 놓았다. 그러나 우리 사회는 박헌영과 김일성이 뿌려 놓은 씨앗들에 의해 위기에 처해있다. 그들은 오래 전부터 치밀한 계획으로 대한민국을 파멸시키기 위해 좌파 세력들을 양성 지원하며 우리 사회 곳곳에 침투시켜 진지를 구축하고 좌파 핵심 우두머리들로 자리 잡고 있다. 그들의 목적은 사회 갈등을 조장하고 선동하여 국민과 정치 정치와 국민을 이간질 시킨 후 폭력과 폭동으로 사회를 마비 전복시켜 독재 공산화 하려는 것이다. 우리가 정신차리지 않고 방관하고 있을 때 머지않아 종북 좌익 세력들과 그 끄나풀들에 의해 대한민국은 전멸하거나 공산화 되어 중국의 속국이 될 것이 자명해 보인다. 우리는 후손들을 위해서라도 어렵게 쌓아 올린 대한민국을 공산화로 내주어서는 절대 안 된다.,119,15세이상관람가,사회,https://www.kmdb.or.kr/db/kor/detail/movie/A/13552,다큐멘터리,극장용,20251016,20251016,False,http://file.koreafilm.or.kr/thm/02/99/19/15/tn_DPA002302.jpg,,,2025-MF02588,15세이상관람가,20251010,20250807
